Date,DailyAverage,Sales,Tweets
2020-11-16,464.095,221083.46,10906
2020-11-17,488.45500000000004,117277.81,13800
2020-11-18,477.48,153208.28,6823
2020-11-19,479.515,176641.76,6267
2020-11-20,511.66,131955.74,9980
2020-11-21,549.2,204236.49,10578
2020-11-22,568.62,118251.18,9386
2020-11-23,610.1949999999999,182699.15,10300
2020-11-24,593.5350000000001,144166.96,7888
2020-11-25,544.595,143946.3,5570
2020-11-26,522.78,110858.81,6361
2020-11-27,515.045,145682.65,8541
2020-11-28,537.145,102543.99,7852
2020-11-29,584.135,91837.17,8112
2020-11-30,609.6800000000001,153848.59,11239
2020-12-01,586.1800000000001,422451.74,12445
2020-12-02,594.5699999999999,145272.92,7720
2020-12-03,610.395,148842.86,7394
2020-12-04,570.5450000000001,126707.62,6567
2020-12-05,600.995,134618.06,4615
2020-12-06,597.3599999999999,141594.69,7304
2020-12-07,588.965,181894.11,7295
2020-12-08,549.755,119901.0,8204
2020-12-09,570.3399999999999,79904.87,12365
2020-12-10,550.6949999999999,104132.79,7850
2020-12-11,549.94,136240.58,5867
2020-12-12,566.46,131538.89,5604
2020-12-13,586.855,114453.01,7473
2020-12-14,591.31,146707.05,6330
2020-12-15,585.025,106411.4,5034
2020-12-16,643.69,101421.7,12192
2020-12-17,642.105,99129.7,10518
2020-12-18,652.7349999999999,253253.56,13693
2020-12-19,649.6949999999999,175991.54,10850
2020-12-20,641.29,188248.61,8331
2020-12-21,608.685,455174.41,8956
2020-12-22,628.235,517072.61,6283
2020-12-23,576.41,507203.73,7519
2020-12-24,610.275,302078.86,6321
2020-12-25,629.125,260553.31,5274
2020-12-26,643.75,320732.13,7737
2020-12-27,700.2850000000001,253654.51,11866
2020-12-28,715.005,181438.97,11910
2020-12-29,736.615,221817.8,6686
2020-12-30,742.63,446967.86,6759
2020-12-31,739.49,245937.36,6848
2021-01-01,724.2149999999999,303926.79,6939
2021-01-02,775.46,240056.82,8771
2021-01-03,994.8,300975.57,19081
2021-01-04,1061.1799999999998,350287.01,20818
2021-01-05,1096.7150000000001,808272.38,12811
2021-01-06,1202.4650000000001,536268.33,13526
2021-01-07,1150.0,572550.51,11368
2021-01-08,1202.915,524596.75,10659
2021-01-09,1308.005,633467.49,9498
2021-01-10,1141.8249999999998,509911.32,12392
2021-01-11,1071.595,433905.06,14501
2021-01-12,1024.5149999999999,601412.25,10584
2021-01-13,1116.2849999999999,787745.05,9061
2021-01-14,1229.88,702445.95,9367
2021-01-15,1177.92,731217.34,16638
2021-01-16,1230.1399999999999,1221121.66,9089
2021-01-17,1215.31,1302702.3,9528
2021-01-18,1298.185,605312.84,11562
2021-01-19,1364.085,2209666.14,30134
2021-01-20,1340.9650000000001,1554992.79,14704
2021-01-21,1115.48,2345507.47,14809
2021-01-22,1228.8600000000001,2705918.35,10661
2021-01-23,1268.8850000000002,3432098.27,9344
2021-01-24,1430.4250000000002,7310669.8,13600
2021-01-25,1338.73,5566314.6,18718
2021-01-26,1335.965,3174797.95,12601
2021-01-27,1256.49,4198356.86,13422
2021-01-28,1330.9099999999999,3667812.63,14092
2021-01-29,1366.72,1988523.57,14839
2021-01-30,1366.25,2724529.16,12159
2021-01-31,1300.8449999999998,2888057.2,9987
2021-02-01,1385.845,4988608.22,12505
2021-02-02,1535.2849999999999,7416815.19,23049
2021-02-03,1664.68,4400832.66,22956
2021-02-04,1620.445,4145866.35,18854
2021-02-05,1697.22,3322576.43,19705
2021-02-06,1640.27,5401007.51,16662
2021-02-07,1597.8400000000001,3587324.67,13541
2021-02-08,1738.64,3793674.85,15271
2021-02-09,1792.025,3598154.83,20495
2021-02-10,1725.645,3309326.22,15824
2021-02-11,1773.9499999999998,2239329.76,12603
2021-02-12,1856.04,3484886.67,14288
2021-02-13,1823.115,5989228.67,12381
2021-02-14,1736.365,8448037.72,12313
2021-02-15,1786.56,7238901.27,14203
2021-02-16,1759.935,1.275211321E7,18965
2021-02-17,1882.675,1.195816362E7,17016
2021-02-18,1921.98,1.679327537E7,17809
2021-02-19,1982.48,2.731013394E7,13291
2021-02-20,1920.26,2.161692287E7,17689
2021-02-21,1886.13,4.562288563E7,10868
2021-02-22,1695.53,5.554876394E7,15010
2021-02-23,1578.9,2.450435507E7,16288
2021-02-24,1622.075,1.851351728E7,12805
2021-02-25,1487.905,1.072379429E7,11221
2021-02-26,1477.835,1.242538278E7,12095
2021-02-27,1417.5349999999999,1.832227165E7,11924
2021-02-28,1433.46,1.696531559E7,11789
2021-03-01,1558.6750000000002,1.396430225E7,11864
2021-03-02,1512.3600000000001,1.420889029E7,11059
2021-03-03,1579.815,1.634445031E7,13188
2021-03-04,1494.055,9896854.72,10699
2021-03-05,1534.83,1.258980278E7,12095
2021-03-06,1662.37,1.088014291E7,9476
2021-03-07,1731.295,4228398.52,14052
2021-03-08,1833.9299999999998,6327820.1,13060
2021-03-09,1817.74,1.823440321E7,13572
2021-03-10,1790.375,2.417997029E7,12506
2021-03-11,1819.1100000000001,2.610185958E7,16141
2021-03-12,1748.88,1.524977523E7,18020
2021-03-13,1911.205,1.508317751E7,17682
2021-03-14,1867.0,1.326179909E7,14700
2021-03-15,1759.5149999999999,1.129904802E7,14038
2021-03-16,1787.79,1.432584634E7,15452
2021-03-17,1831.085,1.189181807E7,12552
2021-03-18,1792.15,1.256384555E7,15854
2021-03-19,1818.455,1.471284443E7,17158
2021-03-20,1796.135,1.21812211E7,12673
2021-03-21,1770.105,1.408969988E7,13575
2021-03-22,1690.645,1.00374222E7,20654
2021-03-23,1668.5549999999998,1.121861249E7,16517
2021-03-24,1573.6,1.409561809E7,15197
2021-03-25,1607.32,1.093997638E7,18323
2021-03-26,1702.3400000000001,8707769.16,15693
2021-03-27,1708.69,7626850.87,12069
2021-03-28,1689.6750000000002,7321951.97,11965
2021-03-29,1807.88,8949221.32,22005
2021-03-30,1839.4699999999998,1.094929133E7,15532
2021-03-31,1929.085,6323375.24,18808
2021-04-01,1980.145,7070923.04,8591
2021-04-02,2110.855,5428405.19,10781
2021-04-03,2002.925,6247997.68,34171
2021-04-04,2057.59,6509295.75,28198
2021-04-05,2129.795,8306690.51,13478
2021-04-06,2105.16,6188122.67,8368
2021-04-07,1973.0749999999998,3334377.42,32378
2021-04-08,2083.87,1.660709925E7,33661
2021-04-09,2101.775,7978038.27,27584
2021-04-10,2140.385,1.372355721E7,28165
2021-04-11,2146.68,2.020309639E7,22446
2021-04-12,2155.765,1.264391372E7,27353
2021-04-13,2315.74,1.281397802E7,35202
2021-04-14,2439.365,9516386.69,44170
2021-04-15,2511.73,1.024263781E7,34130
2021-04-16,2456.245,7998008.81,37022
2021-04-17,2143.73,7748604.79,27593
2021-04-18,2238.355,6898255.47,44299
2021-04-19,2120.73,7993390.08,34261
2021-04-20,2321.235,7381754.56,24962
2021-04-21,2384.26,7425238.5,27470
2021-04-22,2291.08,8908462.8,24889
2021-04-23,2298.54,8213623.03,16503
2021-04-24,2219.9350000000004,6045740.95,21274
2021-04-25,2386.845,5128411.25,16370
2021-04-26,2515.535,6460421.84,15942
2021-04-27,2672.395,1.139715925E7,19937
2021-04-28,2719.735,6147114.24,29483
2021-04-29,2747.7650000000003,9133622.72,40573
2021-04-30,2800.205,7987440.31,31070
2021-05-01,2932.635,1.14346975E7,32934
2021-05-02,3004.0299999999997,1.154883513E7,22312
2021-05-03,3317.705,1.134048917E8,45092
2021-05-04,3313.44,3.167093518E7,32641
2021-05-05,3489.7349999999997,1.515424553E7,24782
2021-05-06,3465.9750000000004,1.058175772E7,36078
2021-05-07,3501.5299999999997,1.141651688E7,31694
2021-05-08,3883.69,1.517822142E7,29966
2021-05-09,3978.175,1.336797017E7,21281
2021-05-10,3903.485,1.085525769E7,33925
2021-05-11,4239.575000000001,1.793631872E7,23569
2021-05-12,3785.975,2.29226851E7,31930
2021-05-13,3794.0550000000003,1.705733076E7,25354
2021-05-14,4071.515,1.271165504E7,23844
2021-05-15,3739.075,9717635.0,18511
2021-05-16,3408.6949999999997,9175158.92,19008
2021-05-17,3329.965,6705074.84,23003
2021-05-18,3249.925,7809760.0,30883
2021-05-19,2351.38,5074746.19,47328
2021-05-20,2848.84,6341310.84,31240
2021-05-21,2396.465,6334338.2,29786
2021-05-22,2318.59,9724619.27,26168
2021-05-23,2138.73,5419437.48,26923
2021-05-24,2644.27,7274775.97,25170
2021-05-25,2743.91,6684045.05,23147
2021-05-26,2761.8199999999997,6016387.2,29736
2021-05-27,2717.16,8834424.19,29184
2021-05-28,2472.825,7531867.4,33173
2021-05-29,2244.73,6381595.41,28110
2021-05-30,2346.185,7301484.24,18637
2021-05-31,2677.43,6958281.15,20195
2021-06-01,2601.16,9289126.17,18813
2021-06-02,2694.965,7215261.95,18551
2021-06-03,2769.96,7235102.25,17495
2021-06-04,2729.81,7975133.93,20887
2021-06-05,2653.185,7979905.82,36725
2021-06-06,2745.63,8623970.06,27535
2021-06-07,2526.92,1.010124421E7,26752
2021-06-08,2467.7,8791754.57,20561
2021-06-09,2596.9049999999997,7275943.64,29360
2021-06-10,2450.005,9748613.01,26529
2021-06-11,2312.285,1.176453714E7,25413
2021-06-12,2369.6549999999997,8827933.23,26489
2021-06-13,2496.3050000000003,8010590.3,26452
2021-06-14,2595.0950000000003,9306993.52,37817
2021-06-15,2523.14,1.090605564E7,34658
2021-06-16,2399.6000000000004,9947545.05,32356
2021-06-17,2344.51,1.04574151E7,31273
2021-06-18,2213.9,1.249609475E7,22102
2021-06-19,2169.41,1.252336608E7,14446
2021-06-20,2208.42,1.770102846E7,17641
2021-06-21,1929.42,1.572965625E7,18085
2021-06-22,1927.315,1.06889791E7,20787
2021-06-23,1931.0,9880009.37,27428
2021-06-24,1990.77,1.097397713E7,27032
2021-06-25,1817.31,1.65033116E7,20816
2021-06-26,1850.845,1.335594922E7,20099
2021-06-27,1978.685,1.422857832E7,14921
2021-06-28,2107.8450000000003,1.46601554E7,26153
2021-06-29,2154.88,1.57977874E7,27967
2021-06-30,2229.4700000000003,1.690256432E7,23377
2021-07-01,2090.5699999999997,1.485249153E7,23095
2021-07-02,2140.05,1.906063593E7,29924
2021-07-03,2176.385,1.94511531E7,29342
2021-07-04,2285.045,2.399452534E7,20533
2021-07-05,2221.175,2.378483227E7,21048
2021-07-06,2318.84,2.608678696E7,24745
2021-07-07,2281.205,3.196750014E7,29445
2021-07-08,2100.34,2.874551777E7,31441
2021-07-09,2158.2250000000004,3.60969713E7,23852
2021-07-10,2112.575,3.421280262E7,20983
2021-07-11,2146.98,3.313506533E7,19809
2021-07-12,2028.8249999999998,4.154616852E7,25346
2021-07-13,1906.42,3.325159797E7,25896
2021-07-14,2007.3200000000002,4.889296601E7,26610
2021-07-15,1927.5,4.343944775E7,22549
2021-07-16,1878.805,4.07178135E7,17381
2021-07-17,1943.12,3.531624139E7,19674
2021-07-18,1886.3449999999998,2.730427731E7,24221
2021-07-19,1780.53,2.788624342E7,19768
2021-07-20,1783.16,2.692264895E7,26513
2021-07-21,1992.51,2.477738835E7,32606
2021-07-22,2043.75,3.014063081E7,29734
2021-07-23,2118.09,3.736105937E7,30862
2021-07-24,2134.5,3.61843636E7,30240
2021-07-25,2254.415,3.723352725E7,24998
2021-07-26,2196.5950000000003,3.706554739E7,24806
2021-07-27,2300.6099999999997,4.476073749E7,38559
2021-07-28,2286.815,4.635661478E7,26647
2021-07-29,2408.04,4.898585254E7,25963
2021-07-30,2461.69,8.455807076E7,32211
2021-07-31,2560.94,1.0865015646E8,31256
2021-08-01,2546.0,1.021356798E8,31066
2021-08-02,2576.515,7.253205943E7,44042
2021-08-03,2509.71,8.900941652E7,28971
2021-08-04,2706.045,1.1010581596E8,35914
2021-08-05,2799.355,1.3136010518E8,59950
2021-08-06,2901.51,1.2809655413E8,38799
2021-08-07,3134.66,1.0325888256E8,44326
2021-08-08,2966.7799999999997,1.0662432048E8,43105
2021-08-09,3148.185,1.0836675851E8,42178
2021-08-10,3154.1000000000004,9.505166328E7,38684
2021-08-11,3193.825,9.026833403E7,43492
2021-08-12,3067.96,8.156510274E7,37591
2021-08-13,3304.535,8.392663473E7,31280
2021-08-14,3269.34,9.655776589E7,22429
2021-08-15,3302.17,4.0751119259E8,21107
2021-08-16,3161.935,7.646449042E7,31044
2021-08-17,2997.56,7.923699999E7,19925
2021-08-18,3010.13,8.19122602E7,25625
2021-08-19,3211.05,7.607096212E7,25767
2021-08-20,3262.25,1.1820029032E8,20393
2021-08-21,3237.275,1.3629044894E8,22018
2021-08-22,3289.865,1.3559853107E8,21837
2021-08-23,3316.5600000000004,3.0386018033E8,37143
2021-08-24,3192.085,2.1663786208E8,26620
2021-08-25,3195.63,1.9675064568E8,27634
2021-08-26,3158.325,1.6882242778E8,22451
2021-08-27,3262.59,2.2713334025E8,30536
2021-08-28,3222.505,4.6334542738E8,22253
2021-08-29,3187.375,3.2190488262E8,25430
2021-08-30,3219.8500000000004,2.8144317925E8,29169
2021-08-31,3414.91,2.3152096855E8,34500
2021-09-01,3785.745,2.0928681255E8,39148
2021-09-02,3764.755,2.069022908E8,29021
2021-09-03,3937.2200000000003,1.6187486778E8,37655
2021-09-04,3879.77,1.7050302605E8,31096
2021-09-05,3874.965,1.5068969688E8,21893
2021-09-06,3917.375,1.3939574465E8,28865
2021-09-07,3461.01,1.2330729636E8,27853
2021-09-08,3478.7,1.0879768427E8,27909
2021-09-09,3463.5299999999997,1.0451095764E8,31098
2021-09-10,3249.24,8.294865472E7,27963
2021-09-11,3277.665,7.562062722E7,21104
2021-09-12,3353.385,7.044711157E7,23123
2021-09-13,3303.67,9.810565382E7,25019
2021-09-14,3417.51,8.483930047E7,25406
2021-09-15,3573.48,1.2222549272E8,27473
2021-09-16,3561.395,1.2212492991E8,26187
2021-09-17,3397.515,7.963186516E7,30198
2021-09-18,3408.985,9.190261573E7,26790
2021-09-19,3256.545,9.256780871E7,28850
2021-09-20,2923.4,6.304695122E7,26850
2021-09-21,2816.3,6.539404025E7,25071
2021-09-22,3075.8450000000003,7.283015112E7,19230
2021-09-23,3121.74,8.468019666E7,20047
2021-09-24,2916.41,8.268006898E7,26675
2021-09-25,2887.7,7.869266345E7,23237
2021-09-26,3096.235,8.570339503E7,20151
2021-09-27,3096.235,1.194452977E8,24254
2021-09-28,2837.3450000000003,1.0796049402E8,23582
2021-09-29,2927.8599999999997,1.0278436332E8,31290
2021-09-30,3006.8599999999997,1.2611376367E8,33421
2021-10-01,3297.175,1.19979803E8,26470
2021-10-02,3385.6000000000004,1.2344607473E8,25248
2021-10-03,3377.9700000000003,1.5076242209E8,34828
2021-10-04,3391.3500000000004,1.588097325E8,24167
2021-10-05,3505.75,1.5584191095E8,26569
2021-10-06,3524.45,1.1806385669E8,24948
2021-10-07,3585.16,1.4987084651E8,23773
2021-10-08,3565.0,1.1882796442E8,25040
2021-10-09,3537.2650000000003,1.0905145672E8,23473
2021-10-10,3447.34,8.679999279E7,24494
2021-10-11,3495.14,8.598649158E7,28262
2021-10-12,3506.875,8.996458855E7,25610
2021-10-13,3621.3,1.1438627863E8,28144
2021-10-14,3787.065,9.989616259E7,25275
2021-10-15,3847.775,9.485907805E7,26085
2021-10-16,3847.925,7.350183095E7,25471
2021-10-17,3863.0950000000003,8.598260472E7,26021
2021-10-18,3781.7,7.938590551E7,23548
2021-10-19,3871.6549999999997,6.940963993E7,26728
2021-10-20,4189.014999999999,7.007748397E7,36241
2021-10-21,4107.165,7.264178198E7,41609
2021-10-22,3991.68,7.655128331E7,34626
2021-10-23,4150.485000000001,8.476643299E7,34507
2021-10-24,4106.18,7.159645465E7,62007
2021-10-25,4230.615,6.855429E7,48444
2021-10-26,4171.45,6.482262646E7,45625
2021-10-27,3957.14,6.216908536E7,41943
2021-10-28,4334.805,6.500009077E7,38394
2021-10-29,4380.295,5.974958044E7,57240
2021-10-30,4357.325,5.157652248E7,46003
2021-10-31,4260.35,6.293346676E7,39931
2021-11-01,4316.875,6.122014711E7,38367
2021-11-02,4597.805,7.234279295E7,42327
2021-11-03,4573.34,7.235812916E7,47276
2021-11-04,4512.165,9.202092399E7,40981
2021-11-05,4481.615,8.071151297E7,41318
2021-11-06,4536.355,7.552184375E7,33146
2021-11-07,4673.745,7.920366736E7,37815
2021-11-08,4796.26,9.024746978E7,44826
2021-11-09,4716.84,7.338489446E7,57500
2021-11-10,4612.3099999999995,8.414630803E7,37508
2021-11-11,4750.01,7.949808984E7,30537
2021-11-12,4660.48,8.555913143E7,33639
2021-11-13,4657.55,1.2541067247E8,39261
2021-11-14,4673.76,1.4055170834E8,38886
2021-11-15,4413.9,1.0581768123E8,35272
2021-11-16,4155.55,1.3230990524E8,34724
2021-11-17,4300.01,1.2973166139E8,44126
2021-11-18,4039.98,9.805253437E7,39686
2021-11-19,4298.58,9.911597153E7,34106
2021-11-20,4373.73,1.0015033509E8,36876
2021-11-21,4210.264999999999,1.1541856123E8,39372
2021-11-22,4127.535,1.1558534787E8,41180
2021-11-23,4302.93,8.896301278E7,39724
2021-11-24,4291.655,9.271008595E7,34887
2021-11-25,4476.41,7.952263109E7,38163
2021-11-26,4088.0249999999996,7.337208296E7,40065
2021-11-27,4038.24,7.540489127E7,31091
2021-11-28,4327.45,8.596264021E7,33963
2021-11-29,4451.879999999999,9.776628539E7,41575
2021-11-30,4684.415,1.0210842371E8,45754
2021-12-01,4536.285,8.336473377E7,44844
2021-12-02,4509.26,7.90334126E7,44400
2021-12-03,4141.695,8.198854068E7,40776
2021-12-04,3885.29,6.457466689E7,38694
2021-12-05,4152.38,6.28714606E7,33185
2021-12-06,4346.945,7.992116335E7,35847
2021-12-07,4312.865,7.666399931E7,45548
2021-12-08,4418.285,8.587677272E7,39969
2021-12-09,4149.085,9.954791516E7,36319
2021-12-10,3938.295,7.518671899E7,39261
2021-12-11,4054.0550000000003,5.895690794E7,37783
2021-12-12,4050.695,8.539771089E7,36001
2021-12-13,3791.915,1.4476774541E8,37516
2021-12-14,3849.625,1.1462973524E8,38018
2021-12-15,4027.465,8.875393307E7,34965
2021-12-16,3968.62,8.023406825E7,38548
2021-12-17,3835.015,9.589371825E7,30501
2021-12-18,3961.33,7.918602016E7,39046
2021-12-19,3961.33,6.674741335E7,41079
2021-12-20,3982.73,5.94271224E7,36078
2021-12-21,4032.81,6.068117507E7,34822
2021-12-22,3957.3050000000003,7.468376889E7,32137
2021-12-23,4101.955,8.997575164E7,31907
2021-12-24,4049.745,7.809478546E7,39638
2021-12-25,4053.785,6.150508269E7,41334
2021-12-26,4068.295,1.1345111594E8,42335
2021-12-27,3958.7650000000003,9.872749856E7,38999
2021-12-28,3806.9849999999997,9.769316131E7,44527
2021-12-29,3635.7,1.0436386349E8,49433
2021-12-30,3723.32,1.0564944423E8,40164
2021-12-31,3712.425,1.1430629339E8,32832
2022-01-01,3752.4300000000003,1.5303225953E8,37667
2022-01-02,3804.13,1.8509536164E8,45681
2022-01-03,3744.4849999999997,1.7213103526E8,46736
2022-01-04,3797.455,1.7725827193E8,38057
2022-01-05,3478.98,1.395700624E8,43575
2022-01-06,3281.2200000000003,1.3125740949E8,58642
2022-01-07,3212.9449999999997,1.1114675854E8,58591
2022-01-08,3102.875,1.4171395185E8,49460
2022-01-09,3135.4049999999997,1.3196361641E8,51462
2022-01-10,3090.1400000000003,1.1070817104E8,45707
2022-01-11,3239.65,1.8709610629E8,46960
2022-01-12,3348.835,1.899229257E8,46873
2022-01-13,3253.575,1.3935495498E8,45455
2022-01-14,3309.7200000000003,1.6812767336E8,47726
2022-01-15,3317.205,1.4116534219E8,52578
2022-01-16,3304.825,1.4923023377E8,43243
2022-01-17,3204.455,1.2148679343E8,49681
2022-01-18,3133.44,1.1324532729E8,44630
2022-01-19,3109.87,1.7086229993E8,44660
2022-01-20,2922.44,1.6435215851E8,49957
2022-01-21,2583.025,1.252446988E8,49490
2022-01-22,2422.925,7.952669994E7,45765
2022-01-23,2486.29,8.823381667E7,40948
2022-01-24,2410.325,9.086216105E7,46561
2022-01-25,2401.52,1.7172677787E8,36814
2022-01-26,2424.6949999999997,1.541082475E8,43053
2022-01-27,2413.63,1.4942876057E8,39414
2022-01-28,2551.62,1.4925554638E8,39624
2022-01-29,2589.455,1.66361901E8,37396
2022-01-30,2543.16,1.8452089264E8,41129
2022-01-31,2720.7250000000004,2.1928584651E8,40648
2022-02-01,2771.9849999999997,2.1459100868E8,38964
2022-02-02,2688.0649999999996,1.6430781485E8,39743
2022-02-03,2684.62,1.4035908231E8,37948
2022-02-04,2998.605,1.447171177E8,47796
2022-02-05,3011.825,1.1333588212E8,40765
2022-02-06,3040.26,1.0655246108E8,34877
2022-02-07,3136.58,1.8012083223E8,48998
2022-02-08,3096.84,1.0498149326E8,52218
2022-02-09,3203.6,8.431105197E7,47141
2022-02-10,3048.5699999999997,1.3285169489E8,42329
2022-02-11,2935.9449999999997,9.214622616E7,38233
2022-02-12,2921.955,1.0468334169E8,40379
2022-02-13,2862.755,9.243499656E7,38850
2022-02-14,2974.7,8.022514558E7,37705
2022-02-15,3145.11,9.723522613E7,35337
2022-02-16,3108.425,8.888626929E7,45770
2022-02-17,2891.675,7.908042103E7,45006
2022-02-18,2798.105,8.37862887E7,41294
2022-02-19,2724.185,6.869465163E7,46998
2022-02-20,2674.56,7.544642314E7,49753
2022-02-21,2564.91,1.0391519425E8,43084
2022-02-22,2630.42,8.641728902E7,44036
2022-02-23,2476.46,1.1749657675E8,37830
2022-02-24,2614.9700000000003,9.191649718E7,34526
2022-02-25,2811.795,9.245338067E7,34924
2022-02-26,2736.09,7.601655417E7,34090
2022-02-27,2633.32,8.604138155E7,36975
2022-02-28,2931.285,6.37713995E7,38798
2022-03-01,2978.27,6.55644079E7,34301
2022-03-02,2927.99,7.006130066E7,46161
2022-03-03,2878.88,6.249846752E7,31073
